datetime,count
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/20,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/21,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/22,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/23,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/24,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/25,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/26,0
2011/1/27,0
2011/1/27,0
2011/1/27,0
2011/1/27,0
2011/1/27,0
2011/1/27,0
2011/1/27,0
2011/1/27,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/28,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/29,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/30,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/1/31,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/20,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/21,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/22,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/23,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/24,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/25,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/26,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/27,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/2/28,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/20,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/21,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/22,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/23,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/24,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/25,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/26,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/27,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/28,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/29,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/30,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/3/31,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/20,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/21,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/22,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/23,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/24,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/25,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/26,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/27,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/28,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/29,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/4/30,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/20,0
2011/5/21,0
2011/5/21,0
2011/5/21,0
2011/5/21,0
2011/5/21,0
2011/5/21,0
2011/5/21,0
